rental_id,equipment_id,customer_id,site_id,rental_start_date,rental_end_date_planned,rental_end_date_actual,rental_rate_per_day,total_rental_cost,security_deposit,rental_status,delivery_address,pickup_address,rental_duration_planned,rental_duration_actual,overdue_days,late_fees_charged,damage_charges,created_at,updated_at
RENT000530,CAT00094,CUST00028,SITE00016,2024-08-20,2024-08-27,2024-08-29,583.06,5247.54,1749.18,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",7,9,2,583.06,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000531,CAT00152,CUST00014,SITE00016,2023-09-26,2023-10-10,2023-10-10,635.57,8897.98,1906.71,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000532,CAT00130,CUST00039,SITE00005,2025-06-14,2025-08-13,2025-08-13,520.97,31258.2,1562.91,Returned,"726 James Road Suite 896, Scottbury, CA 06638","726 James Road Suite 896, Scottbury, CA 06638",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000533,CAT00131,CUST00026,SITE00011,2023-11-25,2023-12-25,2023-12-25,1005.59,30167.7,3016.77,Returned,"14885 Myers Underpass Apt. 908, Port Sharontown, GA 13960","14885 Myers Underpass Apt. 908, Port Sharontown, GA 13960",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000534,CAT00060,CUST00050,SITE00015,2023-11-27,2023-12-04,2023-12-04,590.43,4133.01,1771.29,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000535,CAT00198,CUST00048,SITE00013,2024-10-29,2024-11-05,2024-11-05,733.38,5133.66,2200.14,Returned,"01864 Bryan Court Apt. 298, Lake Danny, ND 74003","01864 Bryan Court Apt. 298, Lake Danny, ND 74003",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000536,CAT00076,CUST00050,SITE00008,2023-08-30,2023-11-28,2023-11-28,583.19,52487.1,1749.57,Returned,"829 Johnson Courts, West Zachary, MA 60854","829 Johnson Courts, West Zachary, MA 60854",90,90,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000537,CAT00128,CUST00039,SITE00024,2025-07-16,2025-07-30,2025-07-30,1128.63,15800.82,3385.89,Returned,"376 Francis Ways, Lisafurt, VT 48382","376 Francis Ways, Lisafurt, VT 48382",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000538,CAT00199,CUST00006,SITE00002,2023-10-01,2023-10-15,2023-10-16,589.67,8845.05,1769.01,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",14,15,1,294.83,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000539,CAT00185,CUST00047,SITE00017,2024-11-09,2024-11-23,2024-11-23,359.57,5033.98,1078.71,Returned,"Unit 7124 Box 2916, DPO AP 92838","Unit 7124 Box 2916, DPO AP 92838",14,14,0,0.0,594.97,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000540,CAT00013,CUST00041,SITE00003,2024-11-04,2024-12-04,2024-12-04,580.36,17410.8,1741.08,Returned,"9606 Neal Street, East Jonathanburgh, AZ 37233","9606 Neal Street, East Jonathanburgh, AZ 37233",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000541,CAT00145,CUST00037,SITE00010,2025-03-27,2025-04-10,2025-04-10,550.0,7700.0,1650.0,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",14,14,0,0.0,610.68,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000542,CAT00108,CUST00007,SITE00002,2024-09-20,2024-11-19,2024-11-19,1122.67,67360.2,3368.01,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000543,CAT00081,CUST00001,SITE00016,2025-08-09,2025-09-08,2025-09-08,649.88,19496.4,1949.64,Active,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000544,CAT00121,CUST00011,SITE00007,2024-09-18,2024-09-25,2024-09-25,1133.14,7931.98,3399.42,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000545,CAT00152,CUST00008,SITE00002,2024-11-16,2025-01-15,2025-01-15,425.06,25503.6,1275.18,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000546,CAT00114,CUST00036,SITE00025,2023-08-30,2023-09-13,2023-09-14,571.88,8578.2,1715.64,Returned,"153 Randy Ridge, Port Brandi, WV 18648","153 Randy Ridge, Port Brandi, WV 18648",14,15,1,285.94,57.48,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000547,CAT00108,CUST00004,SITE00022,2025-05-03,2025-06-02,2025-06-07,719.2,25172.0,2157.6,Returned,"07889 Bell Port Suite 876, Valenciaside, WA 81215","07889 Bell Port Suite 876, Valenciaside, WA 81215",30,35,5,1798.0,901.4,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000548,CAT00191,CUST00031,SITE00020,2024-05-28,2024-06-11,2024-06-17,857.62,17152.4,2572.86,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",14,20,6,2572.86,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000549,CAT00101,CUST00027,SITE00030,2023-12-20,2024-01-03,2024-01-07,835.48,15038.64,2506.44,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",14,18,4,1670.96,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000550,CAT00002,CUST00006,SITE00020,2025-03-07,2025-04-06,2025-04-06,919.99,27599.7,2759.97,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000551,CAT00190,CUST00022,SITE00025,2025-01-15,2025-01-29,2025-01-29,782.54,10955.56,2347.62,Returned,"153 Randy Ridge, Port Brandi, WV 18648","153 Randy Ridge, Port Brandi, WV 18648",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000552,CAT00123,CUST00014,SITE00010,2024-06-20,2024-08-19,2024-08-19,981.83,58909.8,2945.49,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000553,CAT00106,CUST00002,SITE00030,2023-11-23,2023-12-23,2023-12-23,1000.85,30025.5,3002.55,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000554,CAT00030,CUST00019,SITE00004,2024-01-29,2024-02-12,2024-02-12,945.87,13242.18,2837.61,Returned,"Unit 7477 Box 9236, DPO AP 15094","Unit 7477 Box 9236, DPO AP 15094",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000555,CAT00110,CUST00010,SITE00015,2025-07-05,2025-07-19,2025-07-19,722.25,10111.5,2166.75,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000556,CAT00111,CUST00008,SITE00013,2024-03-19,2024-04-18,2024-04-18,1028.48,30854.4,3085.44,Returned,"01864 Bryan Court Apt. 298, Lake Danny, ND 74003","01864 Bryan Court Apt. 298, Lake Danny, ND 74003",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000557,CAT00177,CUST00021,SITE00026,2025-02-18,2025-03-20,2025-03-20,633.54,19006.2,1900.62,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000558,CAT00084,CUST00041,SITE00001,2025-06-12,2025-06-19,2025-06-19,958.07,6706.49,2874.21,Returned,"1477 Mueller Glens Suite 711, Paulmouth, PW 37441","1477 Mueller Glens Suite 711, Paulmouth, PW 37441",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000559,CAT00134,CUST00043,SITE00010,2024-07-02,2024-08-01,2024-08-01,986.18,29585.4,2958.54,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000560,CAT00143,CUST00017,SITE00009,2024-11-01,2024-11-08,2024-11-12,637.35,7010.85,1912.05,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",7,11,4,1274.7,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000561,CAT00010,CUST00042,SITE00006,2023-09-25,2023-10-25,2023-10-25,1152.16,34564.8,3456.48,Returned,"0600 Kelly Burg Suite 095, West Susanport, VT 53846","0600 Kelly Burg Suite 095, West Susanport, VT 53846",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000562,CAT00011,CUST00029,SITE00007,2025-03-08,2025-04-07,2025-04-07,362.92,10887.6,1088.76,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",30,30,0,0.0,450.55,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000563,CAT00153,CUST00018,SITE00004,2023-09-17,2023-11-16,2023-11-16,1150.44,69026.4,3451.32,Returned,"Unit 7477 Box 9236, DPO AP 15094","Unit 7477 Box 9236, DPO AP 15094",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000564,CAT00164,CUST00030,SITE00007,2024-04-04,2024-04-11,2024-04-11,826.47,5785.29,2479.41,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000565,CAT00024,CUST00024,SITE00005,2025-07-07,2025-09-05,2025-09-05,939.3,56358.0,2817.9,Active,"726 James Road Suite 896, Scottbury, CA 06638","726 James Road Suite 896, Scottbury, CA 06638",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000566,CAT00114,CUST00050,SITE00015,2025-04-17,2025-04-24,2025-04-24,1193.22,8352.54,3579.66,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000567,CAT00097,CUST00016,SITE00012,2025-01-22,2025-02-05,2025-02-12,1126.12,23648.52,3378.36,Returned,"55294 Jones Neck, Rodriguezborough, TX 92796","55294 Jones Neck, Rodriguezborough, TX 92796",14,21,7,3941.42,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000568,CAT00138,CUST00031,SITE00014,2024-03-16,2024-03-30,2024-03-30,711.56,9961.84,2134.68,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",14,14,0,0.0,488.29,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000569,CAT00042,CUST00007,SITE00007,2024-06-07,2024-06-21,2024-06-21,1058.77,14822.78,3176.31,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000570,CAT00180,CUST00007,SITE00025,2024-09-14,2024-09-28,2024-09-28,914.27,12799.78,2742.81,Returned,"153 Randy Ridge, Port Brandi, WV 18648","153 Randy Ridge, Port Brandi, WV 18648",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000571,CAT00103,CUST00012,SITE00016,2025-01-13,2025-03-14,2025-03-14,377.34,22640.4,1132.02,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000572,CAT00019,CUST00003,SITE00001,2023-12-14,2023-12-21,2023-12-21,969.35,6785.45,2908.05,Returned,"1477 Mueller Glens Suite 711, Paulmouth, PW 37441","1477 Mueller Glens Suite 711, Paulmouth, PW 37441",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000573,CAT00071,CUST00005,SITE00029,2023-10-29,2023-11-28,2023-11-28,1027.29,30818.7,3081.87,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000574,CAT00098,CUST00043,SITE00009,2024-06-10,2024-06-17,2024-06-17,556.8,3897.6,1670.4,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000575,CAT00054,CUST00009,SITE00014,2025-02-02,2025-04-03,2025-04-03,851.13,51067.8,2553.39,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000576,CAT00178,CUST00011,SITE00020,2023-10-26,2023-11-09,2023-11-09,420.16,5882.24,1260.48,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",14,14,0,0.0,206.57,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000577,CAT00188,CUST00019,SITE00010,2023-09-09,2023-09-16,2023-09-16,923.42,6463.94,2770.26,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000578,CAT00103,CUST00040,SITE00020,2025-05-16,2025-05-30,2025-05-30,412.33,5772.62,1236.99,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",14,14,0,0.0,836.19,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000579,CAT00036,CUST00001,SITE00027,2024-05-08,2024-07-07,2024-07-07,1080.46,64827.6,3241.38,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000580,CAT00026,CUST00007,SITE00001,2025-04-10,2025-04-17,2025-04-17,408.1,2856.7,1224.3,Returned,"1477 Mueller Glens Suite 711, Paulmouth, PW 37441","1477 Mueller Glens Suite 711, Paulmouth, PW 37441",7,7,0,0.0,531.67,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000581,CAT00109,CUST00026,SITE00018,2025-05-22,2025-07-21,2025-07-27,873.13,57626.58,2619.39,Returned,"9382 Johnson Run, Mcdonaldport, DE 83136","9382 Johnson Run, Mcdonaldport, DE 83136",60,66,6,2619.39,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000582,CAT00194,CUST00001,SITE00023,2024-11-20,2024-11-27,2024-11-27,663.4,4643.8,1990.2,Returned,"Unit 0430 Box 5761, DPO AA 93430","Unit 0430 Box 5761, DPO AA 93430",7,7,0,0.0,255.9,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000583,CAT00034,CUST00008,SITE00016,2024-01-17,2024-02-16,2024-02-16,834.94,25048.2,2504.82,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",30,30,0,0.0,59.57,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000584,CAT00001,CUST00042,SITE00020,2025-08-20,2025-09-03,2025-09-03,407.32,5702.48,1221.96,Active,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000585,CAT00030,CUST00029,SITE00014,2024-03-19,2024-04-02,2024-04-02,409.42,5731.88,1228.26,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000586,CAT00061,CUST00033,SITE00009,2024-07-21,2024-08-20,2024-08-20,1171.62,35148.6,3514.86,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000587,CAT00122,CUST00032,SITE00019,2025-01-02,2025-01-09,2025-01-09,378.06,2646.42,1134.18,Returned,"80290 Bass Knoll, Lake Emilyhaven, MT 05832","80290 Bass Knoll, Lake Emilyhaven, MT 05832",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000588,CAT00136,CUST00042,SITE00027,2024-01-06,2024-02-05,2024-02-05,373.03,11190.9,1119.09,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000589,CAT00108,CUST00018,SITE00014,2025-03-24,2025-03-31,2025-03-31,330.67,2314.69,992.01,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000590,CAT00112,CUST00010,SITE00001,2023-09-13,2023-09-20,2023-09-27,415.71,5819.94,1247.13,Returned,"1477 Mueller Glens Suite 711, Paulmouth, PW 37441","1477 Mueller Glens Suite 711, Paulmouth, PW 37441",7,14,7,1454.98,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000591,CAT00172,CUST00029,SITE00002,2024-02-21,2024-03-06,2024-03-06,1015.24,14213.36,3045.72,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000592,CAT00057,CUST00014,SITE00026,2024-10-07,2024-12-06,2024-12-08,542.12,33611.44,1626.36,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",60,62,2,542.12,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000593,CAT00056,CUST00020,SITE00011,2024-08-01,2024-08-31,2024-08-31,1195.25,35857.5,3585.75,Returned,"14885 Myers Underpass Apt. 908, Port Sharontown, GA 13960","14885 Myers Underpass Apt. 908, Port Sharontown, GA 13960",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000594,CAT00001,CUST00019,SITE00018,2024-07-08,2024-07-22,2024-07-22,607.04,8498.56,1821.12,Returned,"9382 Johnson Run, Mcdonaldport, DE 83136","9382 Johnson Run, Mcdonaldport, DE 83136",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000595,CAT00199,CUST00013,SITE00012,2025-07-05,2025-09-03,2025-09-03,1004.59,60275.4,3013.77,Active,"55294 Jones Neck, Rodriguezborough, TX 92796","55294 Jones Neck, Rodriguezborough, TX 92796",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000596,CAT00060,CUST00016,SITE00016,2025-08-05,2025-09-04,2025-09-08,362.48,12324.32,1087.44,Active,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",30,34,4,724.96,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000597,CAT00171,CUST00023,SITE00015,2025-08-23,2025-08-30,2025-08-30,512.99,3590.93,1538.97,Active,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000598,CAT00139,CUST00043,SITE00009,2024-09-07,2024-09-21,2024-09-25,953.61,17164.98,2860.83,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",14,18,4,1907.22,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000599,CAT00137,CUST00044,SITE00018,2024-02-21,2024-03-22,2024-03-26,615.17,20915.78,1845.51,Returned,"9382 Johnson Run, Mcdonaldport, DE 83136","9382 Johnson Run, Mcdonaldport, DE 83136",30,34,4,1230.34,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000600,CAT00023,CUST00030,SITE00003,2024-09-12,2024-09-26,2024-09-26,1136.52,15911.28,3409.56,Returned,"9606 Neal Street, East Jonathanburgh, AZ 37233","9606 Neal Street, East Jonathanburgh, AZ 37233",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000601,CAT00196,CUST00021,SITE00026,2024-06-22,2024-06-29,2024-06-29,497.54,3482.78,1492.62,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000602,CAT00022,CUST00031,SITE00013,2024-04-15,2024-07-14,2024-07-14,943.92,84952.8,2831.76,Returned,"01864 Bryan Court Apt. 298, Lake Danny, ND 74003","01864 Bryan Court Apt. 298, Lake Danny, ND 74003",90,90,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000603,CAT00057,CUST00046,SITE00028,2024-02-27,2024-03-05,2024-03-05,1060.69,7424.83,3182.07,Returned,"366 Donna Center, North Shawnabury, NC 60265","366 Donna Center, North Shawnabury, NC 60265",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000604,CAT00182,CUST00020,SITE00021,2025-04-19,2025-04-26,2025-04-26,785.05,5495.35,2355.15,Returned,"918 Morgan Highway, New Christina, IL 96449","918 Morgan Highway, New Christina, IL 96449",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000605,CAT00076,CUST00003,SITE00026,2025-01-16,2025-03-17,2025-03-17,1195.51,71730.6,3586.53,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000606,CAT00113,CUST00032,SITE00020,2025-01-14,2025-01-21,2025-01-21,1098.14,7686.98,3294.42,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000607,CAT00054,CUST00036,SITE00027,2024-04-13,2024-06-12,2024-06-12,513.39,30803.4,1540.17,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000608,CAT00089,CUST00042,SITE00005,2024-07-17,2024-10-15,2024-10-15,747.61,67284.9,2242.83,Returned,"726 James Road Suite 896, Scottbury, CA 06638","726 James Road Suite 896, Scottbury, CA 06638",90,90,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000609,CAT00088,CUST00029,SITE00015,2023-11-07,2023-12-07,2023-12-07,656.25,19687.5,1968.75,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000610,CAT00070,CUST00013,SITE00027,2024-01-21,2024-02-04,2024-02-04,761.52,10661.28,2284.56,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000611,CAT00145,CUST00048,SITE00014,2025-01-05,2025-02-04,2025-02-04,641.99,19259.7,1925.97,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000612,CAT00012,CUST00035,SITE00027,2024-08-04,2024-08-18,2024-08-18,343.54,4809.56,1030.62,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000613,CAT00061,CUST00042,SITE00007,2024-11-29,2024-12-06,2024-12-06,1009.84,7068.88,3029.52,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000614,CAT00045,CUST00027,SITE00010,2025-05-27,2025-06-26,2025-06-26,553.51,16605.3,1660.53,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000615,CAT00082,CUST00032,SITE00020,2025-06-07,2025-07-07,2025-07-07,902.03,27060.9,2706.09,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000616,CAT00089,CUST00009,SITE00015,2024-06-08,2024-06-15,2024-06-20,1097.69,13172.28,3293.07,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",7,12,5,2744.23,9.47,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000617,CAT00008,CUST00004,SITE00007,2024-12-21,2025-01-04,2025-01-04,506.18,7086.52,1518.54,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000618,CAT00037,CUST00049,SITE00008,2024-02-08,2024-02-22,2024-02-22,1079.6,15114.4,3238.8,Returned,"829 Johnson Courts, West Zachary, MA 60854","829 Johnson Courts, West Zachary, MA 60854",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
